TradingDate,AAA,ACB,AGG,ANV,ASM,BCG,BCM,BID,BMP,BVH,BWE,CII,CMG,CRE,CTD,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DXG,DXS,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NKG,NLG,NT2,NVL,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SAM,SBT,SCR,SCS,SHB,SJS,SSB,SSI,STB,SZC,TCB,TCH,TMS,TPB,VCB,VCG,VCI,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSH
9/17/2021,16550,17738,30789,27792,11283,12783,46383,28092,40519,48393,33302,17144,31509,18907,50467,27778,62200,29775,21562,58992,62297,65732,27911,26918,18228,18096,18362,66373,26937,30793,71949,16643,21959,49757,36300,27029,16797,40046,31166,17600,35639,37052,20656,66263,31688,57383,34711,31800,13682,19260,17306,120580,60520,36278,37520,16807,78783,15234,29200,23284,53032,44367,45998,65577,11557,18133,68673,15416,21464,42179,74701,10131,18350,11436,66864,15973,60000,21996,37374,26800,30319,48248,12994,43314,19565,63716,32297,45889,39562,78894,19614,86800,11608,124900,18960,76611,22462,33643,29200,23823
9/20/2021,16200,18018,30334,26884,11042,12577,45363,28021,40443,48664,33178,16809,32813,18701,49876,27821,63400,29913,21303,61320,63380,64984,26230,26768,18180,17908,17867,65472,25791,31582,69522,16243,21511,48148,35217,27231,16962,40763,30454,18000,35295,35475,20036,66079,30750,57383,34877,32200,14323,19536,17425,118103,60520,35032,36488,16330,78630,15834,28300,22843,54954,43378,45363,64513,11557,18246,69062,15454,20858,41360,73448,10822,18393,11575,65345,16092,62000,22027,37200,27100,30319,49169,13032,41004,19230,65289,32566,46322,38111,77631,20976,86700,11340,124200,18715,78559,22630,32832,29300,23654
9/21/2021,16050,17850,29984,27247,10904,12714,43906,27846,40894,50289,33053,16617,32239,18112,49876,27516,62100,29453,21260,65145,63489,63938,26312,26504,18038,17784,17479,64847,26622,31779,69052,15887,21377,47108,34276,26627,16863,43572,32535,17400,34951,36815,19903,66171,31875,57286,34505,31900,13957,19363,16981,118516,60913,36600,36016,16966,78630,16234,27700,22685,54092,42553,45000,63875,11459,18565,71980,16439,21075,41612,73309,11559,18265,12362,65392,15794,62000,21843,36592,26800,30319,48878,12994,40947,19182,64240,32645,46033,38951,75299,21521,85600,11101,123500,18471,78648,22428,33238,28400,23359
9/22/2021,16500,17738,30474,27701,11352,12783,44100,27811,40594,53268,33676,16904,33491,18377,51225,27385,62400,29545,21088,69677,63922,63938,26394,26277,18323,17596,17514,64639,26307,30596,69209,16643,21601,47486,34841,26727,16797,43632,32535,17900,35020,36737,19681,66355,32250,56901,34711,31800,13804,19363,17158,121406,61848,36842,36101,16767,78707,16034,28150,22937,53695,43378,45454,66002,11606,18326,72304,16515,20728,42873,73309,12342,19242,12316,65487,15794,66000,21843,36331,26700,32381,48975,13032,40716,19230,65224,32961,45816,38951,75785,21140,86100,11131,123300,18646,81039,22395,33805,28450,23316
9/23/2021,16600,17738,30824,27156,11145,12714,44197,27705,40519,52185,34090,16809,32604,18318,51150,27603,64300,29453,21260,64812,63109,64237,26066,26277,18749,17971,17161,64570,26106,30301,70931,16109,21332,47486,35029,27734,16764,43154,32042,17800,35088,36658,19681,66355,33413,56129,34711,31800,13682,19294,17158,119755,64948,36198,36316,16847,78630,16201,28200,22591,53430,43378,45544,65364,11557,18247,70359,16477,20382,42243,73402,12526,18860,12131,65487,15973,65600,21904,36418,26600,31759,48684,13334,41271,19925,65224,32882,45672,38569,77048,20595,87100,11191,123700,18715,80419,22462,33846,28900,23739
9/24/2021,16300,17962,30404,26566,10904,12474,44197,27881,40293,53088,33510,16665,31561,18671,51300,27690,64200,28716,20830,61528,62947,63414,25903,26014,18607,18033,16985,64293,25218,28626,71244,16198,21153,46351,34841,27432,16830,42735,31823,17600,34951,35791,19105,66446,33113,56611,34711,31800,13712,19847,17750,117607,64210,35715,36316,16688,78630,16434,28000,22276,53231,42718,45363,65222,11410,18765,69970,16136,19646,41108,74237,11651,18520,12177,65487,16092,64900,22027,36331,26750,32021,49072,13636,40736,19949,65224,32724,45166,37729,77339,20949,87000,11131,125000,18366,80331,22462,34008,28500,23654
9/27/2021,15550,17682,29914,25431,10148,12027,43711,27670,39992,51011,32514,16378,29892,17994,49875,27079,62900,26876,19625,61611,60672,61993,24099,24279,17991,18096,16808,63876,25218,26655,70462,15709,20615,45027,33523,26023,16830,41779,29852,16900,34951,34687,18928,66997,31125,56226,34174,31100,13468,19363,17454,111496,61996,33785,35242,16370,78172,15834,27200,22118,53231,42058,45454,64513,11361,18247,68219,15757,19387,39090,73773,10868,17416,11344,64064,15973,61500,21874,34766,26500,29860,48005,13523,39799,19182,64240,32091,42275,36660,75979,19887,86100,10683,129000,17528,78648,22462,34008,28250,22979
9/28/2021,15750,17738,29984,25976,10285,12233,42934,28162,39917,52997,33344,16617,30778,18230,50550,27035,62000,27382,19926,63191,62839,62666,25411,24996,18180,17940,16843,64501,25791,27098,74454,16020,21063,46351,33711,27080,16797,42974,31330,16400,36189,36264,19327,66997,33113,56226,34381,30400,13499,19363,17543,112321,62340,35313,36531,16688,78325,15934,27350,22181,53894,42141,46361,65931,11557,18446,68738,16856,20166,40666,72891,10131,17841,11436,64064,15735,62300,21935,35288,26550,30646,48296,13636,41538,19518,65027,32091,43721,38798,76271,19887,86500,10743,129000,17982,79091,22395,34454,28500,23063
9/29/2021,15700,17597,29668,25885,10457,12302,43129,28021,39692,52365,32929,16857,30726,18112,51375,26555,62200,27429,21303,59491,61322,62666,25411,26730,18038,17752,16596,64639,26020,28034,75785,16198,20705,46020,33899,26476,16764,42855,31823,16800,36671,36185,20656,66905,32813,56226,34381,30400,13254,19225,17454,116451,62882,35353,36059,17355,77867,15867,27750,23693,53827,43213,47177,66144,12000,18406,70489,16818,19993,41045,72752,10822,17798,11436,64443,15496,62200,21935,34853,25800,30646,47908,13447,42140,19853,64568,31933,43070,39562,75979,19587,86700,10564,128500,17738,79356,22127,34048,28300,23063
9/30/2021,15700,17710,29633,26021,10457,12405,43323,27705,39692,52727,33758,17000,30674,18200,51075,26555,62600,27334,22767,62734,64301,62068,25411,27748,18086,17846,16667,64501,27253,27345,75942,16287,20705,46919,33805,26174,16764,43990,31769,16900,36396,36658,20568,66997,32625,56226,34381,30450,13224,19260,17336,117772,62882,35595,36059,17188,77867,15934,28000,24387,54225,43295,46815,69972,11950,18287,72304,17272,19993,41108,72566,10408,17883,11529,64776,15854,61800,21935,35331,25700,30777,48102,13485,45084,19949,63716,32091,42998,39486,76076,19260,88000,10683,127900,17808,79356,22093,34454,29100,23401
10/1/2021,15550,17682,29633,26339,10285,12096,42740,27249,39767,52275,33344,17718,30152,18200,50475,25987,63200,26667,24273,66060,64951,62068,25001,28728,17802,17659,16137,64431,27253,26950,81031,16465,20615,46067,33993,25419,16401,45246,30947,16800,36740,36855,21011,66997,32025,55936,34133,30450,12766,18983,17040,115625,62094,36037,35500,17188,77867,15434,27850,24387,55683,42553,47087,70185,12200,18287,74574,17878,20166,41549,71546,10408,17968,11112,64064,15556,61500,21935,34071,24700,30842,47520,13523,47492,20429,62864,32012,41697,40020,74813,18688,87700,10534,128800,17284,79534,21423,34697,28200,23316
10/4/2021,15700,17401,29458,28156,10595,12920,43226,27319,39015,53720,33593,17862,30100,18141,52500,25070,66100,28191,24445,63981,63380,66405,24632,28276,17991,17721,15608,65610,26937,26310,81422,17578,20705,46635,34935,24311,15906,45544,31988,16400,38184,38353,21011,66997,32025,55936,33968,31300,12552,18741,16803,116616,62094,38450,35758,18356,77867,15401,28150,24796,56545,42883,48811,70043,12650,18805,75676,17424,20772,44008,71917,9763,17756,11112,64111,16807,62500,21935,33550,24300,31628,46890,13221,48161,20141,62012,32012,40252,41395,75785,18116,87800,10474,131800,16935,79888,21121,34778,28250,24922
10/5/2021,16000,17682,29879,27838,10629,12817,43129,27600,38940,54081,33634,17623,30987,17611,53625,25769,67000,28001,24789,63233,63109,68649,25493,28653,17991,17877,15819,65472,26909,28133,85337,17533,20884,45642,35312,25268,16170,47875,33302,16500,38047,37722,20789,66630,33113,55454,34340,31400,12827,18948,16922,116616,62390,38129,36316,18189,79699,15667,28250,24072,55683,43460,48901,68767,12750,18725,74444,18181,20685,44008,74469,10408,17841,11575,63779,17225,62500,21996,35114,25750,32218,47617,13258,47291,20381,62667,32012,42998,41777,77145,18770,88600,10952,130800,17668,79356,20987,35102,28450,25682
10/11/2021,16200,18299,30439,28065,10836,14295,43274,28092,39842,55977,35791,18149,31822,16993,52050,27079,66600,27048,25392,63108,62676,70144,27542,28313,20453,19281,16455,68801,27109,30399,88077,17622,21646,48243,35594,25745,16929,50804,33138,16600,39354,37722,22031,67915,33975,55647,36075,31600,13285,19916,17269,121406,63718,39255,37563,18106,79394,16467,30300,24481,58865,44367,49808,72311,12400,18645,77427,18068,21248,44449,75629,12572,18860,11668,63447,18059,63000,23250,36418,26500,34968,51399,12843,45886,20668,63913,32091,44877,43610,78700,19424,91900,10892,132500,18262,79711,22205,35427,30450,25766
10/12/2021,16250,18299,30229,28065,11076,14329,43420,28267,39842,55887,35956,18149,31770,16904,52125,26904,66500,27239,25005,66517,62676,70967,28526,28879,20548,20279,16384,68662,27253,30301,87685,17800,21825,47770,35594,25415,16863,54091,34398,16600,39216,38116,21986,67915,34050,55936,35992,31700,13285,19882,17269,120167,64997,39255,37305,18356,78630,16534,29700,24639,58666,44037,49899,70894,12700,18645,76973,18749,21377,45647,75629,12434,18520,11760,63494,17999,62100,23250,35983,26600,35950,51399,12994,45217,20477,63585,31696,44588,43533,78602,19669,92900,11280,132500,18122,80065,22145,35589,30800,25217
10/13/2021,16250,18299,30054,28337,11420,14260,45169,28021,39842,54171,35666,18054,31665,16904,52500,26817,66700,27048,26726,67182,61701,69770,29017,30311,20358,20248,16314,68939,26880,30054,86903,17934,21601,47770,35882,25019,16962,55825,35274,17200,39079,37919,21942,67915,34575,55936,35992,31750,13315,19778,17076,118185,65883,39054,38250,18481,78325,16401,29800,24954,60059,43460,48811,71602,12500,18645,76519,18636,21248,46025,74701,12388,18520,12270,63874,17880,63000,24006,35636,26250,36605,50818,12919,47157,20333,63585,31854,44226,43992,77728,19723,93100,11161,133900,17912,79799,22236,34859,30400,24753
10/14/2021,16550,18131,30824,28337,11352,14364,44586,27775,39917,54081,35832,18868,32239,16934,52200,26729,68300,27143,27630,65602,61105,70144,30657,31669,20453,19687,16667,68523,26937,30843,87137,18156,21646,48432,36743,25184,17127,56183,35165,16900,39079,38195,22163,66630,34275,55936,36199,31800,13224,19709,16922,117359,65686,39657,40141,18481,78096,16367,31300,24891,61650,44780,48901,71602,12500,18645,76519,18787,21940,46025,74237,12986,18520,12177,64064,17284,62500,24104,35636,26400,35819,50915,12956,46087,20285,63388,31854,44732,43533,76659,19832,92500,11220,134400,17912,79711,22296,35913,30700,24922
10/15/2021,16350,18075,31630,29472,11902,14260,43954,27740,39917,53991,35086,18724,32343,17670,51900,26773,68000,27048,28146,65935,61918,69397,30657,32234,20406,19468,16455,68593,27339,30843,87685,18067,21959,48148,36552,25118,16929,56183,35219,16700,39423,39220,21986,67181,33900,55936,36240,32000,13437,19640,16961,116451,65145,41748,40141,18523,77867,17134,31850,25017,60523,45357,48629,71248,12300,18406,76454,18825,21724,46025,75536,13401,18350,12177,64254,16420,62700,24233,35418,26850,36670,51011,12881,46488,20884,63257,31775,45021,44450,76465,19996,92600,11161,131700,17982,79711,22628,35994,30500,25893
10/18/2021,16150,17962,32050,29064,11936,14913,43323,27600,39917,53810,34671,18293,31822,17375,51150,26380,69000,26858,26769,65062,60834,68798,31272,31292,20264,19343,16384,68662,27052,30547,91209,18067,21915,48716,36217,25514,16962,56482,35000,16500,39836,39299,21853,68741,32888,55647,36612,32200,13193,19640,16922,118103,64308,42472,42505,18523,77638,17168,31400,24261,62312,45274,49355,70185,12350,18167,76390,19621,21810,46656,74237,14322,17883,12223,64111,16450,61200,24104,35505,26900,37784,51302,12654,46288,21100,62929,31775,46394,43533,76659,19914,92600,11937,131200,18541,79534,23171,36035,30800,25471
10/19/2021,16100,18131,31875,29336,11799,14845,43274,28127,39692,55435,35832,18293,31144,17081,51150,26467,69700,26715,27974,63191,61972,67677,30616,33403,20264,19655,16737,68384,26909,31040,89643,17978,21511,48716,35882,25712,16797,56542,35329,16300,39354,38865,21277,68833,32700,55647,36819,31900,13010,19502,16845,116451,63816,42794,42118,18732,78325,17001,30450,24513,61981,44615,49718,69476,12300,18287,73601,19469,21204,47160,73541,15289,18053,12177,63921,16688,61200,24104,35549,26200,37718,51108,12503,46823,21052,63192,31617,46900,44068,77145,19832,92400,12265,135200,18715,79976,23231,35670,30300,25386
10/20/2021,16000,18131,31490,29881,11799,15223,43517,27916,40068,54623,35417,18437,31091,16875,51750,26205,69000,26762,28835,65769,61105,68798,31435,34458,20074,19219,16526,67691,26364,31483,89643,18423,21377,47865,35882,25514,16533,56542,36096,16400,39148,38786,21632,68465,32325,55936,36612,32100,12918,19502,17076,118185,63570,44805,43580,19232,78096,17734,30600,24387,63903,46347,48901,70185,12300,18207,74315,19545,21118,47223,72010,15013,17883,12038,63637,16867,61400,24104,35027,26300,37718,51593,12579,46622,21148,62274,31617,46178,44450,76562,19941,92300,12175,135900,18506,79711,23110,34859,30950,25091
10/21/2021,15900,17822,31945,29336,12177,16082,43711,27740,41721,54171,36413,18485,31822,17199,51450,25987,68700,27048,29093,66933,61159,70294,32706,35439,20595,18907,16384,67067,27167,30793,87842,18601,21422,47392,35499,25118,16236,57439,36150,16400,39354,38944,20922,68465,31988,55840,37108,32250,12827,19294,17576,115790,62488,44966,43838,19399,77867,18234,30600,26088,64102,48243,48538,69476,12050,18207,74315,20227,21291,47223,70525,15657,17756,12316,63447,16390,60800,23974,34506,26100,37718,51302,12579,46087,20956,61618,31617,45889,45443,75688,20105,91000,12295,131800,18506,78914,22658,34778,30600,24922
10/22/2021,16150,17738,33837,28655,12487,16150,44829,27600,41120,54442,36413,18868,31770,17906,52875,25900,68100,27382,28577,66226,60455,70443,34919,35099,21305,18907,16526,66720,27339,30399,87764,18646,22004,47013,36648,24754,16203,56602,35822,16600,39010,38629,21499,67823,32738,55454,37645,32300,12735,19294,17615,115708,62783,44564,46588,19357,78859,18034,30000,25710,65627,47996,47994,70185,12100,18127,74250,20719,21377,47917,72613,16717,17883,13149,63447,16450,59500,23747,34071,26200,39683,50721,12843,45819,20716,61815,31301,44732,47276,75785,20105,91800,12653,131800,18227,80153,22447,34940,30650,25344
10/25/2021,16150,17541,33977,29064,12384,16631,46334,27530,41571,58234,36081,19682,31300,17964,52800,26118,67300,27858,27113,65270,60618,70443,33772,33968,21021,18470,16349,65818,27109,29266,87685,18423,22676,47297,37605,24094,16170,57977,35055,16500,37909,37052,21366,67272,32738,55454,38513,32400,12613,19087,17615,115955,63177,41990,46416,19649,79241,18001,30000,25017,64964,48243,49083,70256,12250,18087,72953,20605,21421,47917,72706,17868,17671,13057,63494,16062,59600,23715,33289,25600,38635,49363,12843,45084,20141,61684,31696,43359,45825,76271,19696,92100,12414,131800,17668,79799,22326,35021,30400,25428
10/26/2021,16200,17457,33627,31062,12384,16494,46140,27530,42774,58053,35583,20496,31091,17876,53250,26118,66200,29001,27372,65228,60834,69546,35493,35212,21116,18096,16384,67205,27425,29759,89095,18468,22587,47675,37748,24358,16302,57439,36096,16400,38735,37564,21632,67272,33675,55550,38059,32500,12704,19329,17461,115295,62980,44242,47018,19524,78859,17901,30000,26025,63837,48573,49536,69688,12350,18326,72629,21136,21377,47412,72102,19019,18180,13149,63542,16152,61000,23618,33723,25600,39290,49460,12730,45485,20381,61618,31617,44299,48498,76465,20050,92200,12384,132500,17877,79356,22356,34981,30600,25260
10/27/2021,17100,17625,34047,31698,12280,16631,48568,28021,42774,58595,35749,21262,31561,18053,54000,27166,67000,29239,27286,64771,63055,69770,37870,34986,22205,19094,16596,68107,29287,30596,95280,18557,22900,48338,38274,25184,16632,59770,35931,16700,39836,37880,22385,67456,36000,55743,39670,32500,12827,19640,17422,121241,64948,44403,48565,19441,79317,18068,30000,26277,64367,50305,50171,72241,12400,18326,74768,21552,22503,47917,74190,20170,18138,13427,63542,16241,61000,23682,35114,26500,39552,49945,12805,46488,20764,62995,31696,45744,48498,78700,20214,95000,12474,134000,18681,80065,22899,35508,31200,25513
10/28/2021,16900,17878,34187,31788,12418,16700,51774,27986,44803,59227,36579,21262,32239,18171,53625,27341,67400,29048,28835,63939,62297,68798,40165,36947,22820,19094,16667,67968,29746,30793,97863,18646,23573,49473,38322,25547,16863,62459,36205,17400,39904,37840,22163,67181,36225,55840,40910,32550,12888,19709,17461,125288,64948,44725,51316,19775,82295,17934,32100,26655,63174,50717,49718,72028,12750,18366,73536,21211,21897,47917,76371,19940,18775,13381,63447,16271,60800,24492,35462,26700,39944,50236,13145,49565,21292,64175,32803,46178,47734,78700,20268,95000,12772,133500,19658,80242,23291,36237,31000,27118
10/29/2021,17200,18524,33627,32515,12865,17662,51482,29145,45104,58415,36827,21502,32865,18082,53925,27516,68300,28667,28663,63524,61484,69920,41723,36947,22868,18969,15890,67205,29860,30547,97472,18601,25052,49473,38083,25217,16665,63714,36150,17400,39285,37367,21942,67731,36488,55840,42150,32700,12704,19709,17615,124627,64653,43759,49854,19566,83440,17734,32400,26309,63638,50305,49083,73729,12650,18565,73472,21249,21594,47160,74469,19249,18690,13705,63589,16658,61600,24039,35201,26600,40665,50042,13485,50970,21508,64240,32882,46322,48116,83072,20159,95800,13250,132000,19903,80331,22960,36156,31200,26949
11/1/2021,17550,18355,32751,32243,13243,17697,50608,29356,45104,57873,37076,21933,33387,18907,54825,28127,68900,28334,29265,64729,61484,67976,44592,37550,22489,19094,16455,66443,31465,32666,94967,18156,25365,48811,37652,26075,16698,63894,36753,18000,38322,36264,21277,67915,36750,57865,40497,33000,12918,19640,18038,120167,63964,42875,50026,19357,83669,17901,32950,26561,61716,49068,48901,71673,13100,18406,71915,20833,21594,45395,75165,20585,19030,13612,63826,16986,64500,24104,35983,26600,39683,50042,14241,54314,20812,63585,32882,49141,49262,81906,19941,95800,14175,130000,20636,79711,22658,35021,31150,26020
11/2/2021,17500,18608,33346,32697,13243,18831,52162,29461,45405,58505,37325,23034,33282,18730,54075,28302,68400,28953,29179,64771,60780,68051,47707,37098,23625,19593,17585,66651,32325,33503,95201,18156,26486,49189,40284,26603,16896,64372,36862,18100,38184,36106,21543,69659,38700,57576,41654,33500,13071,19640,18076,120167,63423,42633,53465,19274,82524,17968,33200,26844,63174,51624,49264,74438,12850,18366,72564,21363,21940,45584,76649,22012,19455,14538,64918,17046,69000,24104,36809,26650,40730,50042,14392,55518,21004,64175,34581,50225,49873,82586,20404,95800,14891,132000,21160,79002,22658,36562,30850,25260
11/3/2021,16700,19001,32085,31062,12384,17525,51482,30234,45856,57331,36496,21550,32552,17611,53625,28826,68700,28334,28103,63815,59588,68051,44428,34685,22063,19219,18326,66651,30147,34735,93949,17533,25903,47865,37605,26240,17952,59889,34288,17700,38253,35436,20169,68833,36000,57672,39009,34000,13957,20159,19192,120167,63374,40622,49768,18857,80310,19201,31600,25836,61981,52367,48085,74084,12600,18247,70813,21287,21421,45584,80083,20493,19157,13566,65725,17076,68100,24784,36244,27900,37915,52078,13598,56589,21196,64699,33909,49430,46665,80546,21085,95300,14324,129800,20880,78116,23171,35832,31700,24837
11/4/2021,16600,18804,32085,33196,12762,17181,51385,30901,46758,57331,36579,21933,32813,17611,53700,28476,69100,28429,28275,65020,60130,68350,45985,35476,22063,19281,18044,66581,31179,36115,91678,17622,27696,48148,38226,27626,17853,59291,35055,17200,38735,36106,20967,68833,36488,56997,39216,34450,14048,19986,19076,122150,63915,41185,51660,18773,79394,19001,33000,27299,62114,54676,47813,73729,12650,18326,72369,21249,21421,44638,79712,20999,19072,13797,66389,18178,69300,24363,37374,27450,37849,51690,13598,58261,20980,64503,33593,51959,47963,80351,20867,95000,15309,129600,22312,78294,22929,38305,31550,25260
11/5/2021,17000,18804,32085,34513,12796,18143,52454,30620,47284,57783,37076,22603,33126,17287,54375,28564,68400,30382,30212,67847,61647,71864,45575,37927,22915,18938,17867,67691,31809,35080,95828,17889,28861,48243,38370,27791,17622,59291,35110,17100,38941,36618,21277,69200,36750,57576,39836,34850,14079,19813,18922,122067,64948,41427,50456,19274,80157,19001,34200,28244,62909,56325,48901,76565,13000,18326,72823,22348,21551,44827,79805,20907,19752,13844,67148,18774,67900,24363,37287,27650,37980,51399,13976,59532,20860,63913,33198,51814,49414,79671,20704,95000,15607,130000,22486,79002,22899,40453,31200,25175
11/8/2021,17250,18748,33136,34695,13209,19037,54397,30830,47359,58145,37823,23944,33543,17493,54525,28651,67800,31524,31718,68138,60672,71266,45575,39209,24477,19312,17797,67552,31408,35425,96297,18112,30878,49378,38944,29045,17820,59291,35165,17600,39079,36303,21853,69108,36825,57383,39712,34900,14293,19709,19345,125536,64751,41185,52261,19357,79852,19001,34450,28433,61716,56325,49627,76565,13100,18446,72564,23030,21897,45395,80593,20309,21111,14168,67955,18476,69500,24363,38678,27850,37980,51011,14278,59465,21004,64372,33751,52537,51171,80060,20513,94900,16681,131800,23639,80419,22658,40696,30850,25344
